ບໍ່ເປັນຫຍັງ,so what,bor pen yang,adv
ບໍ່ເປັນຫຍັງ,never mind,bor pen yang,adv
ບໍ່ເປັນຫຍັງ,it doesn't matter,bor pen yang,adv
ບໍ່ເປັນຫຍັງ,you’re welcome,bor pen yang,adv
ບໍ່ໄປແຫລະ,I don't go there,bor pia hae,conj
ບໍ່ອັນກິນອັນນອນ,be unable to eat or sleep,bor an kin an non,v
ບໍ່ຮອງໃຜ,second to none,bor hong phia,adj
ບໍ່ປ່ຽນ,unchanged,bor pian,adj
ບໍ່ປ່ຽນແປງ,unchanged,bor pian paeng,adj
ບໍ່ປ່ຽນແປງ,stable,bor pian paeng,adj
ບໍ່ເຜື່ອແຜ່,miserly,bor pheu phae,adj
ບໍ່ເຜື່ອແຜ່,stingy,bor pheu phae,adj
ບໍ່ຜິດ,faultless,bor phit,adj
ບໍ່ຜິດ,right,bor phit,adj
ບໍ່ເພາະຫູ,dissonant,bor phor hu,adj
ບໍ່ເພາະຫູ,discordant,bor phor hu,adj
ບໍ່ເພາະຫູ,harsh to the ear,bor phor hu,adj
ບໍ່ເພັດ,diamond mine,bor phet,n
ບໍ່ແພງ,not expensive,bor pheng,adj
ບໍ່ແພງ,cheap,bor pheng,adj
ບໍ່ແພ້,unbreakable,bor phe,adj
ບໍ່ພໍ,insufficient,bor phor,adj
ບໍ່ພໍ,inadequate,bor phor,adj
ບໍ່ພໍ,not enough,bor phor,adj
ບໍ່ພໍກຳນົດ,indefinite,bor phor kam not,adj
ບໍ່ພໍຄາວ,hardly instant,bor phor khao,adj
ບໍ່ພໍໃຈ,dissatisfied,bor phor chay,adj
ບໍ່ພໍໃຈກັບ,be dissatisfied,bor phor chay kap,v
ບໍ່ພໍທໍ່ໃດ,not long after,bor phor thor dia,adv
ບໍ່ພໍທໍ່ໃດ,not long before,bor phor thor dia,adv
ບໍ່ພໍພຽງແຕ່,not only,bor phor phiang tae,conj
ບໍ່ພໍພຽງໃດ,not so much,bor phor phiang dia,adv
ບໍ່ພໍພຽງພໍ,inadequate,bor phor phiang phor,adj
ບໍ່ພໍວົນກໍ່ຢ່າວົນກັນຫລາຍ,Keep quiet unless it’s important,bor phor von kor ya von kan lay,idiom
ບໍ່ພໍເຮັດ,not enough to act,bor phor het,adv
ບໍ່ເພິ່ງປາຖນາ,undesirable,bor pherng pa tha na,adj
ບໍ່ຟັງສຽງ,be heedless of,bor phang siang,v
ບໍ່ຟັງສຽງ,not listen to,bor phang siang,v
ບໍ່ມີ,have not,bor me,v
ບໍ່ມີ,doesn’t / don’t have,bor me,v
ບໍ່ມີກິຣິຍາ,rude,bor ki ri ya,adj
ບໍ່ມີກິຣິຍາ,impolite,bor ki ri ya,adj
ບໍ່ມີກິຣິຍາ,unmannerly,bor ki ri ya,adj
ບໍ່ມີແກ່ໃຈ,have no heart to,bor me kae chay,v
ບໍ່ມີກຳນົດ,indefinite,bor me kam not,adj
ບໍ່ມີການເຮັດ,jobless,bor me kan het,adj
ບໍ່ມີການເຮັດ,unemployed,bor me kan het,adj
ບໍ່ມີຂອບເຂດ,limitless,bor me khop khat,adj
ບໍ່ມີຂອບເຂດ,boundless,bor me khop khat,adj
ບໍ່ມີແຂ້ວ,toothless,bor me khae,adj
ບໍ່ມີຄວາມຫມາຍ,meaningless,bor me khuam may,adj
ບໍ່ມີແງ່ງອນ,ingenuous,bor me ngae ngon,adj
ບໍ່ມີແງ່ງອນ,guileless,bor me ngae ngon,adj
ບໍ່ມີເງິນ,penniless,bor me ngern,adj
ບໍ່ມີເງິນ,without money,bor me ngern,adj
ບໍ່ມີຈັກ...,none,bor me chak,adv
ບໍ່ມີຈັກເມັດ,nothing left,bor me chak maet,adv
ບໍ່ມີຈັກເມັດ,there is nothing,bor me chak maet,adv
ບໍ່ມີສັດຈະ,disorderly,bor me sat cha,adj
ບໍ່ມີຊີວິດ,inanimate,bor me chi vit,adj
ບໍ່ມີຊີວິດ,lifeless,bor me chi vit,adj
ບໍ່ມີຍົກເວັ້ນ,without exception,bor me yon ven,adv
ບໍ່ມີທາງ,there is no way,bor me thang,v
ບໍ່ມີທາງຈະຮູ້,there is no way to know,bor me thang cha hu,v
ບໍ່ມີທາງເລືອກ,there is no choice,bor me thang leuk,v
ບໍ່ມີທີບຊິຢູ່,have no place to live,bor me thip xi yu,v
ບໍ່ມີທີບຊິຢູ່,not to know where to put oneself,bor me thip xi yu,v
ບໍ່ມີທັມມະຈະຣິຍາ,immoral,bor me tham ma cha ri ya,adj
ບໍ່ມີໄດ້,it is not possible,bor me dai,adv
ບໍ່ມີຕັບມືບີ,no liver and heart,bor me tap meu bi,adv
ບໍ່ມີແມ່ນ,it is not right,bor me men,adv
ບໍ່ມີແມ່ນ,it’s wrong,bor me men,n
ບໍ່ມີແນວປ່ຽບ,matchless,bor me nae piap,adj
ບໍ່ມີແນວປ່ຽບ,nonpareil,bor me nae piap,adj
ບໍ່ມີແນວເວົ້າ,no argument,bor me nua vao,adj
ບໍ່ມີແນວເວົ້າ,nothing to say,bor me nua vao,adj
ບໍ່ມີໃບ,leafless,bor me bai,adj
ບໍ່ມີບ່ອນຕິ,flawless,bor me bon ti,adj
ບໍ່ມີບ່ອນຕິ,impeccable,bor me bon ti,adj
ບໍ່ມີບ່ອນປ່ຽນ,incomparable,bor me bon phian,adj
ບໍ່ມີບ່ອນປ່ຽນ,matchless,bor me bon phian,adj
ບໍ່ມີບ່ອນຢູ່,have no place to live,bor me bon yu,v
ບໍ່ມີປໂຍດ,useless,bor me pha yot,adj
ບໍ່ມີໃຜ,no one,bor me phia,pron
ບໍ່ມີໃຜສູ້,incomparable,bor me phia su,adj
ບໍ່ມີໃຜນອກຈາກ,there is no except,bor me phai nok chak,v
ບໍ່ມີຜິດ,impeccable,bor me phit,adj
ບໍ່ມີຜິດ,faultless,bor me phit,adj
ບໍ່ມີຜິດ,guiltless,bor me phit,adj
ບໍ່ມີພິໄນກັມ,intestate,bor me phi nai kam,adj
ບໍ່ມີມື້ເຊົາ,forever,bor me meu xao,adv
ບໍ່ມີມື້ຢຸດ,incessantly,bor me meu yut,adv
ບໍ່ມີເມືອງ,nomadic,bor me meung,adj
ບໍ່ມີເມືອງ,stateless,bor me meung,adj
ບໍ່ມີມູນ,unfounded,bor me moun,adj
ບໍ່ມີມູນ,without foundation,bor me moun,adj
ບໍ່ມີລະບຽບ,disorderly,bor me la biap,adj
ບໍ່ມີແລ້ວ,there isn’t,bor me leo,adv
ບໍ່ມີແລ້ວ,aren’t,bor me leo,adv
ບໍ່ມີວຽກເຮັດ,unemployed,bor me viak het,adj
ບໍ່ມີວຽກເຮັດ,jobless,bor me viak het,adj
ບໍ່ມີວັນສິ້ນສຸດເລີຍ,forever,bor me van sin sut lery,adv
ບໍ່ມີວັນສິ້ນສຸດເລີຍ,endlessly,bor me van sin sut lery,adv
ບໍ່ມີວັນຢຸດເຊົາ,incessantly,bor me van yut xao,adv
ບໍ່ມີເວັນລະຍະ,ceaselessly,bor me ven la ya,adv
ບໍ່ມີຫົວມີຫາງ,formless,bor me hua me hang,adj
ບໍ່ມີຫົວມີຫາງ,without head and no tail,bor me hua me hang,adj
ບໍ່ມີຫຍັງ,nothing,bor me yang,pron
ບໍ່ມີຫຍັງເລີຍ,nothing at all,bor me yang lery,adv
ບໍ່ມີຫຍັງໃຫມ່ໃນໂລກນີ້,there is nothing new under the sun (in the world),bor me yang mai nai lok ni,idiom
ບໍ່ມີຫນີ້ມີສິນ,solvent financially,bor me ni me sin,adj
ບໍ່ມີອຳນາດຫຍັງ,powerless,bor me am nat yang,adj
ບໍ່ມີອັດມີໄພ,penniless,bor me mi phay,adj
ບໍ່ມີອັດມີໄພ,dead broke,bor me mi phay,adj
ບໍ່ມີອັດມີໄພ,without a cent,bor me mi phay,adj
ບໍ່ມີອັນໃດ,nothing at all,bor me an dai,adj
ບໍ່ມີອັນຕະລາຍຫຍັງ,no danger whatsoever,bor me an ta lay yang,n
ບໍ່ມື້ໃດກໍ່ມື້ນຶ່ງ,eventually,bor me day kor meu neung,adv
ບໍ່ມື້ໃດກໍ່ມື້ນຶ່ງ,some day,bor me day kor meu neung,adv
ບໍ່ມື້ໃດກໍ່ມື້ນຶ່ງ,at some time or other,bor me day kor meu neung,adv
ບໍ່ເມືອ,not to return,bor me meu,v
ບໍ່ມັກ,not to want,bor me mak,v
ບໍ່ມັກສົງຄາມ,anti-war,bor me mak song kham,adj
ບໍ່ມາກກໍ່ນ້ອຍ,more or less,bor me kor noy,adv
ບໍ່ແມ່ນ,it is not true,bor me men,adv
ບໍ່ແມ່ນຈະເອົາກະດູກມາຝັງແຫ່ງນີ້,I didn’t come here ti die,bor men cha ao ka duk ma phang heng ni,idiom
ບໍ່ແມ່ນເຊັ່ນນັ້ນ,such is not the case,bor men xan nan,v
ບໍ່ແມ່ນເຊັ່ນນັ້ນ,it is not like that,bor men xan nan,v
ບໍ່ແມ່ນແຕ່ປາກ,insincere,bor men tae phak,adj
ບໍ່ແມ່ນແຕ່ພຽງເທົ່ານັ້ນ,not only that,bor men tae phiang thao nan,conj
ບໍ່ແມ່ນບ່ອນ,not the right place,bor men bon,n
ບໍ່ແມ່ນວາດ,dislike,bor men vat,v
ບໍ່ແມ່ນມ່ວນຫູ,discordant,bor muan hu,adj
ບໍ່ແມ່ນມ່ວນຫູ,dissonant,bor muan hu,adj
ບໍ່ຢູ່,not in,bor yu,adv
ບໍ່ຢູ່,not at,bor yu,adv
ບໍ່ຢູ່ເປັນບ່ອນ,it inerrant,bor yu pen bon,adj
ບໍ່ຢຳເກງ,disrespectful,bor yan keng,adj
ບໍ່ຢຳເກງ,irreverent,bor yan keng,adj
ບໍ່ຢາກ,unwilling,bor yak,adj
ບໍ່ຢາກໄປຢ່າໄປ,If you don’t want to go,bor yak pia ya pia,idiom
ບໍ່ຢາກໄປຢ່າໄປ,then don’t go,bor yak pia ya pia,idiom
ບໍ່ຢັ້ງ,unceasing,bor yang,adj
ບໍ່ຢັ້ງບໍ່ເຊົາ,without stop,bor yang bot xao,adv
ບໍ່ຢ່າງໃດກໍ່ຢ່າງນຶ່ງ,of one sort or another,bor yang dia kor yang neung,adv
ບໍ່ຢ້ານ,fearless,bor yan,adj
ບໍ່ຢ້ານ,unfearing,bor yan,adj
ບໍ່ຢ້ານຕາຍ,not afraid to die,bor yan tay,adj
ບໍ່ຢຸດ,incessant,bor yut,v
ບໍ່ຢຸດ,no stop,bor yut,v
ບໍ່ຢຸດຢັ້ງ,incessant,bor yut yang,adj
ບໍ່ລຳອຽງ,impartial,bor lam iang,adj
ບໍ່ລືມມື,not so,borleumeu,adv
ບໍ່ລືມມື,usually no,borleumeu,adv
ບໍ່ເລືອກ,at random,bor leuk,adv
ບໍ່ເລືອກຫນ້າ,without distinction,bor leuk na,adv
ບໍ່ລຶ້ງ,unaccustomed to,bor leung,adj
ບໍ່ລຶ້ງ,impossible,bor leung,adj
ບໍ່ລຶ້ງມື,not so,bor leung meu,adv
ບໍ່ລ້າຍ,be unable,bor lay,v
ບໍ່ລົດລະ,unflinchingly,bor lot la,adv
ບໍ່ລົດລະ,steadfastly,bor lot la,adv
ບໍ່ລົດລະ,vigorously,bor lot la,adv
ບໍ່ລ່ຽນໄຫລ,endlessly,bor lian lay,adv
ບໍ່ແລ້ວບໍ່ເລົ່າ,endlessly,bor leo bor lao,adv
ບໍ່ແລ້ວ,not finished,bor leo,v
ບໍ່ລ້ຽງປາ,fish pond,bor liang pa,n
ບໍ່ວ່າ,anything else,bor va,adv
ບໍ່ວ່າໃນປະເທດໃດ,in any country else,bor va nay pa thaet dia,adv
ບໍ່ວ່າຍິງຊາຍນ້ອຍໃຫຍ່,no discrimination of age or sex,bor va ying xay noy hiay,n
ບໍ່ວ່າ ... ວ່າ,whether,bor va ... va,conj
ບໍ່ວ່າບ່ອນໃດ,no matter where,br va bon dia,adv
ບໍ່ວ່າເວລາໃດ,at any time,bor va vae la dia,adv
ບໍ່ວ່າຫຍັງ,even without saying that,bor va yang,adv
ບໍ່ເວລາໃດກໍ່ເວລານຶ່ງ,some time or another,bor vae la dia kor vae la neung,adv
ບໍ່ໄວ້ໃຈ,mistrust,bor vay chay,v
ບໍ່ວາງຕາອອກ,keep one’s eyes on,bor vang ta ork,v
ບໍ່ວາຍ,incessantly,bor vay,adv
ບໍ່ວັນໃດກໍ່ວັນນຶ່ງ,sooner or later,bor van dia kor van neung,adv
ບໍ່ວັນໃດກໍ່ວັນນຶ່ງ,one day or another,bor van dia kor van neung,adv
ບໍ່ເວົ້າ,not to say,bor vao,adv
ບໍ່ຫົວຊາ,careless,bor hua xa,adj
ບໍ່ຫົວຊາ,nonchalant,bor hua xa,adj
ບໍ່ຫານ,uanble to,bor han,v
ບໍ່ຫານ,not to dare to,bor han,v
ບໍ່ໃຫ້,not to give,bor hay,v
ບໍ່ໃຫ້,not to allow,bor hay,v
ບໍ່ຫ້າມ,not to brake,bor ham,v
ບໍ່ຫ້າມ,no interdiction,bor ham,v
ບໍ່ເຫັນ,unable to see,bor hen,v
ບໍ່ເຫັນແກ່ຕົວ,selfless,bor hen kae tua,adj
ບໍ່ເຫັນແກ່ຕົວ,unselfish,bor hen kae tua,adj
ບໍ່ເຫັນດີ,disapprove,bor hen de,v
ບໍ່ເຫັນດ້ວຍ,disagree,bor hen duay,v
ບໍ່ເຫັນແປກ,it makes no difference,bor hen paek,v
ບໍ່ເຫັນແປກຕ່າງ,it makes no difference,bor hen paek tang,v
ບໍ່ຫ່ອນ,that might not,bor hon,v
ບໍ່ຫ່ອນໄດ້,it is not possible,bor hon dia,v
ບໍ່ຫ່ອນມີ,rare,bor hon me,adj
ບໍ່ຫ່ອນມີ,not to exist,bor hon me,adj
ບໍ່ຫ່ອນເປັນ,it is not possible,bor hon pen,v
ບໍ່ຢ່ອນຍ້ານ,fearless,bor yon yan,adj
ບໍ່ລົດຢ່ອນຜ່ອນຜັນ,without respite,bor lot yon phon phan,n
ບໍ່ຫນ້າເຊື່ອ,incredible,bor na xeu,adj
ບໍ່ຫນ້າເຊື່ອ,fantastic,bor na xeu,adj
ບໍ່ຫນ້າເປັນໄປໄດ້,improbable,bor na pen pia dia,adj
ບໍ່ຫນ້າເປັນໄປໄດ້,unlikely,bor na pen pia dia,adj
ບໍ່ຫນ້າສວາດ,unattractive,bor ma sa vat,adj
ບໍ່ຫນານ,unlucky,bor nan,adj
ບໍ່ເຫນັງ,take no action,bor neng,v
ບໍ່ໄຫມ້ໄດ້,not burnt,bor mai dia,adv
ບໍ່ເຫມາະ,improper,bor mor,adj
ບໍ່ເຫມາະ,inappropriate,bor mor,adj
ບໍ່ເຫມາະກັບ,unsuited to,bor mor kap,adj
ບໍ່ເຫມາະກັບ,inept,bor mor kap,adj
ບໍ່ເຫມາະສົມ,improper,bor mor som,adj
ບໍ່ເຫມາະສົມ,inappropriate,bor mor som,adj
ບໍ່ຫມົດ,not all,bor mot,adj
ບໍ່ຫມານ,unlucky,bor nan,adj
ບໍ່ໃຫ້,not give anything,bor hia,v
ບໍ່ຫລໍ,no more,bor lor,adj
ບໍ່ຫລ້ອນ,unable to entirely execute,bor lon,adj
ບໍ່ເຫລືອແຕ່ເຈົ້າເປັນ,It depends only on you,bor leu tae chao pen,adv
ບໍ່ເຫລືອບໍ່ຫລໍ,destroyed,bor leu bor lor,adj
ບໍ່ເຫລືອບໍ່ຫລໍ,not remaining,bor leu bor lor,adj
ບໍ່ຫລາຍກໍ່ນ້ອຍ,more or less,bor lay kor noy,adv
ບໍ່ຫລຸດ,not less than,bor lut,adv
ບໍ່ຫວ່າງ,engaged,bor vang,adj
ບໍ່ຫວ່າງ,busy,bor vang,adj
ບໍ່ຫວິດ,can’t get in,bor vit,v
ບໍ່ຫວິດ,can’t get through,bor vit,v
ບໍ່ເອົາ,refuse,bor ao,v
ບໍ່ເອົາ,be displeased,bor ao,v
ບໍ່ເອົາໃຈກັນ,disobliging,bor au chay kan,adj
ບໍ່ເອົາໃຈໃສ່,pay no attention to,bor au chay say,v
ບໍ່ອຳອຽງ,impartial,bor am iang,adj
ບໍ່ອອກສຽງ,abstain,bor ork siang,v
ບໍ່ອອກສຽງ,refrain,bor ork siang,v
ບໍ່ອອກນອກອອກນາ,secluded,bor ork nok ork na,adj
ບໍ່ອອກນອກອອກນາ,sequestered,bor ork nok ork na,adj
ບໍ່ອອກນອກອອກນາ,shut up,bor ork nok ork na,adj
ບໍ່ອຶດບໍ່ຢາກ,wealthy,bor eut bor yak,adj
ບໍ່ອຶດບໍ່ຢາກ,In plenty,bor eut bor yak,adj
ບໍ່ອອກ,not to get out,bor ork,v
ບໍ່ອອກ,be unable to solve,bor ork,v
ບໍ່ເອື້ອ,not to favour to,bor eu,v
ບໍ່ເອົາ,not to take,bor au,v
ບໍ່ເອົາໃຈກັນ,unobliging,bor au chay kan,v
ບໍ່ອຶດບໍ່ຍາກ,have enough,bor eut bor yak,v
ບໍ່ອຶດບໍ່ຍາກ,lack nothing,bor eut bor yak,v
ບໍ່ອີ່ມ,not satiated,bor em,adj
ບໍ່ອີ່ມ,not have enough,bor em,adj
ບໍ່ຮູ້,not to know,bor hu,adj
ບໍ່ຮູ້ຈັກ,not to know,bor hu chak,adj
ບໍ່ຮູ້ຈັກຄີງ,unconscious,bor hu chak khing,adj
ບໍ່ຮູ້ຈັກຄີງ,unaware,bor hu chak khing,adj
ບໍ່ຮູ້ຈັກຄີງ,comatose,bor hu chak khing,adj
ບໍ່ຮູ້ຈັກສຸດ,endlessly,bor hu chak sut,adv
ບໍ່ຮູ້ຈັກທີບຈັກແດນ,ignorant,bor hu chak thip chak den,n
ບໍ່ຮູ້ຈັກເມື່ອຍ,tireless,bor hu chak meuy,adj
ບໍ່ຮູ້ຈັກເມື່ອຍ,indefatigable,bor hu chak meuy,adj
ບໍ່ຮູ້ຈັກຢັບຢັ້ງໃຈ,unrestrained,bor hu chak yap yang chay,adj
ບໍ່ຮູ້ຈັກຢັບຢັ້ງໃຈ,unbridled,bor hu chak yap yang chay,adj
ບໍ່ຮູ້ສຶກຕົວ,unaware,bor hu seuk tua,adj
ບໍ່ຮູ້ສຶກຕົວ,unconscious,bor hu seuk tua,adj
ບໍ່ຮູ້ສຸດຮູ້ສຍ້ງ,interminable,bor hu sut hu siang,adj
ບໍ່ຮູ້ສຸດຮູ້ສຍ້ງ,endless,bor hu sut hu siang,adj
ບໍ່ຮູ້ຕາຍ,immortal,bor hu tay,adj
ບໍ່ຮູ້ບໍ່ຊີ້,not to know anything about it,bor hu bor xu,v
ບໍ່ຮູ້ເມື່ອ,lose consciousness,bor hu meu,v
ບໍ່ຮູ້ເມື່ອຍ,loose consciousness,bor hu meuy,v
ບໍ່ຮູ້ແລ້ວ,unfinished,bor hu leo,adj
ບໍ່ຮູ້ແລ້ວຈັກເທື່ອ,unending,bor hu leo chak theu,v
ບໍ່ຮູ້ແລ້ວຈັກເທື່ອ,endless,bor hu leo chak theu,v
ບໍ່ຮູ້ຫົວສົ້ນປາຍນອນ,know nothing about the background of,bor hu hua son pay non,v
ບໍ່ຮູ້ອາຍ,shameless,bor hu ay,adj
ບໍ່ຮູ້ອາຍ,impudent,bor hu ay,adj
ບໍ່ຮູ້ອ່າວ,be unable to think,bor hu ao,v
ບໍ່ຮູ້ຫຍັງຈັກດີ້,know nothing,bor hu yang chak de,v
ບໍ່ຮູ້ອາຍ,shameless,bor hoo ai,n
ບໍ່ເຮັ່ງຮ້ອນ,be in no hurry,bor heng hon,v
ບໍ່ຮ້ອນ,not hot,bor hon,adj
ບໍ່ຮ້ອນ,not excited,bor hon,adj
ບໍ່ຮັບສາສນາ,renounce or abjure religion,bor hap sa sa na,v
ບໍ່ຮັບຮູ້,ignore,bor hap hu,v
ບໍ່ຮັບຮູ້,not to recognize,bor hap hu,v
