,Japanese,Lao,phonetic alphabet,English
,ためらう,ຕັດສິນໃຈບໍ່ໄດ້ ,tat sin jay boh1 dai2, can not to decide
,頼るtayoru,ຂຶ້ນກັບ ,hkuen2 kap, depend on
,頼る,ອາໃສ ,aa say, depend on
,（～）たら,ຖ້າວ່າ ,htaa2 waa1, if
,足りない,ຂາດ ,hkaat, not enough
,足りないtari,ບໍ່ພໍ ,boh1 phoh, not enough
,足りる,ພໍ ,phoh, enough
,誰,ໃຜ ,hpay, who
,誰か,ຜູ້ໃດກໍ່ໄດ້ ,hpuu2 day koh1 dai2, anybody
,垂れるtereru,ຫ້ອຍລົງ ,hhohy2 long, hang down
,痰,ຂີ້ກະເທີ່ ,hkii2 ka ther1, phlegm
,段dan,ຕ່າງລະດັບ ,taang1 la dap, difference in level
,単位tan-i,ຫົວຫນ່ວຍ ,hhua hnuay1, unit
,短気,ໃຈຮ້ອນ ,jay hohn2, impatient
,短期tanki,ໄລຍະສັ້ນ ,lai nya san2 , sort time
,単語,ຄຳສັບ ,kham sap, word
,段差dansa,ຕ່າງລະດັບ ,taang1 la dap, difference in level
,単純,ງ່າຍ ,ngaay1, simple
,短所tansho,ຈຸດອ່ອນ ,jut ohn1, weakness
,誕生日tanjoo,ວັນເກີດ ,wan kert, birthday
,誕生日おめでとうtanjoobi,ສຸກສັນວັນເກີດ ,suk san wan kert, happy birthday
,ダンス,ໂຊໂລ້ ,xoo loo2, slow
,男性dansei,ຜູ້ຊາຍ ,hpuu2 xaay, man
,男性dansei,ເພດຊາຍ ,pheet xaay, man
,男性器danseiki,ອະໄວຍະວະເພດຊາຍ ,a wai nya wa pheet xaay, penis
,団体dantai,ສະຫະພັນ ,sa hha phan, union
,だんだんdandan,ຊ້າໆ ,xaa2#, gradually
,探偵tantei,ນັກສືບ ,nak seup, detective
,担任,ຄູປະຈຳຫ້ອງ ,khuu pa jam hhohng2, class teacher
,田んぼtambo,ທົ່ງນາ ,thong1 naa, rice field
,田んぼ,ນາ ,naa, rice field
,暖房,ດັງໄຟ ,dang fai, heat
,血,ເລືອດ ,leuat, blood
,痔,ລິດສີດວງ ,lit sii duang, hemorrhoids
,治安が悪い,ບໍ່ປອດໄພ ,boh1 poht phai, not safety
,治安が良い,ປອດໄພດີ ,poht phai dii, safety
,地位,ຖານະ ,htaa na , status
,地域,ຖິ່ນ ,htiin1, region
,地域chiiki,ທ້ອງຖິ່ນ ,thohng2 htin1, local
,小さい,ນ້ອຍ ,nohy2, small
,小さいchiisai,ເລັກນ້ອຍ ,lek nohy2, small
,チェックアウト,ເຊັກອອກ ,xe'k ohk, check out
,チェックイン,ເຊັກເຂົ້າ ,xe'k hkao2, check in
,地下,ໃຕ້ດິນ ,tai2 diin, under ground
,近い,ໃກ້ ,kay2, near
,近い,ໃກ້ ,kay2, near
,違うchigau,ບໍ່ແມ່ນ ,boh1 maen1, wrong
,近づくchikazuku,ໃກ້ເຂົ້າ ,kay2 hkao2, come closer
,力chikara,ກຳລັງແຮງ ,kam lang haeng, power
,地球,ໂລກ ,look, world
,地球儀,ຫນ່ວຍໂລກ ,hnuay1 look, globe model
,チケット,ປີ້ ,pii2, ticket
,遅刻,ມາຊ້າ ,maa xaa2, come late
,知識chishiki,ຄວາມຮູ້ ,khwaam huu2, knowledge
,知人chijin,ຄົນຮູ້ຈັກ ,khon huu2 jak, friend
,地図,ແຜນທີ່ ,hpaen thii1, map
,父,ພໍ່ ,phoh1, father
,父母chichi,ພໍ່ແມ່ ,phoh1 mae1, parents
,縮む,ສັ້ນ ,san2, shrink
,縮む,ຫົດ ,hhot, shrink
,縮める,ສັ້ນ ,san2, shorten
,地方,ຕ່າງແຂວງ ,taang1 hkwaeng, province
,茶,ນ້ຳຊາ ,nam2 xaa, tea
,チャーター,ເຫມົາ ,hmao, charter
,チャイム,ສຽງກະດິ່ງ ,siang ka ding1, chime
,茶色,ສີນ້ຳຕານ ,sii nam2 taan, brown
,着席,ນັ່ງລົງ ,nang1 long, sit down
,着陸chakuriku,ລົງຈອດ ,long joht, landing
,茶碗,ຖ້ວຍ ,htuay2, bowl
,（～）ちゃん(～),ຄຳລົງທ້າຍຄຳນາມ ,kham long thaay2 kham naam, (makes friendly name)
,チャンスchansu,ໂອກາດ ,oo kaat, chance
,ちゃんと,ເປັນລະບຽບ ,pen la biap, neatly
,注意,ຕຳນິ ,tam ni, complain
,注意,ລະວັງ ,la wang, be careful
,中央,ກາງ ,kaang, center
,中学校,ໂຮງຮຽນມັດທະຍົມຕອນຕົ້ນ ,hoong hian mat tha nyom tohn ton2, junior high-school
,中級chuukyuu,ຊັ້ນກາງ ,xan2 kaang, middle ranking
,中近東,ຕາເວັນອອກກາງ ,taa wen ohk kaang, middle east
,中国,ຈີນ ,jiin, China
,中国,ປະເທດຈີນ ,pa theet jiin, China
,中国語,ພາສາຈີນ ,phaa saa jiin, Chinese language
,中国茶chuugoku,ຊາຈີນ ,xaa jiin, Chinese tea
,中止,ຍົກເລີກ ,nyok lerk, cancel
,駐車,ຈອດ ,joht, park
,駐車,ຈອດລົດ ,joht lot, park
,注射,ສັກຢາ ,sak yaa, inject
,駐車禁止,ຫ້າມຈອດລົດ ,hhaam2 joht lot, no car parking
,駐車場,ບ່ອນຈອດລົດ ,bohn1 joht lot, car parking
,昼食,ອາຫານສວຍ ,aa hhaan suay, lunch
,昼食,ອາຫານທ່ຽງ ,aa hhaan thiang1, lunch 
,中心chuushin,ສູນກາງ ,suun kaang, center
,注文,ສັ່ງ ,sang1, order
,蝶,ແມງກະເບື້ອ ,maeng ka beua2, butterfly
,腸choo,ໄສ້ ,sai2, intestine
,朝会chookai,ປະຊຸມກ່ອນເຂົ້າຮຽນ ,pa xum kohn1 hkao2 hian, morning assembly
,彫刻,ແກະສະຫລັກ ,ke' sa hlak, sculpture
,彫刻刀,ມີດແກະສະຫລັກ ,miit ke' sa hlak, caving knife
,調査,ກວດກາ ,kuat kaa, investigate
,調子,ສຽງ ,siang, tune
,長女,ລູກສາວກົກ ,luuk saaw kok, eldest daughter
,長所,ຈຸດດີ ,jut dii, good point
,朝食,ອາຫານເຊົ້າ ,aa haan xao2, breakfast
,（～て）頂戴,ກະລຸນາ ,ka lu naa, please (v)
,（～を）頂戴,ເອົາ(~)ໃຫ້ ,ao hhay2, give me ~
,頂点chooten,ມູມສາກ ,muum saak , vertex
,丁度良い,ເຫມາະສົມ ,hmo' som, suitable
,丁度,ພໍດີ ,phoh dii, good enough
,長男,ລູກຊາຍກົກ ,luuk xaay kok, eldest brother
,長方形,ຮູບສີ່ແຈສາກ ,huup sii1 jae saak, rectangle
,調味料,ເຄື່ອງປຸງ ,kheuang1 pung, ingredient
,調和,ກົມກືນກັນ ,kom keun kan, be in harmony
,チョークchooku,ສໍຂາວ ,soh hkaaw, chalk
,貯金,ທ້ອນເງີນ ,thohn2 ngern, save money
,直接,ໂດຍກົງ ,dooy kong, direct
,直接,ໂດຍກົງ ,dooy kong, directly
,直線chokusen,ເສັ້ນຊື່ ,sen2 xeu1, straight line
,チョコレート,ຊອກໂກແລັດ ,xohk koo le't, chocolate
,直角三角形cho¿kaku,ຮູບສາມແຈສາກ ,huup saam jae saak, right-angle triangle
,ちょっと,ຫນ້ອຍຫນຶ່ງ ,hnohy2 hnueng1, little
,ちょっと,ຫນ້ອຍຫນຶ່ງ ,hnohy2 hneung1, little
,ちょっとcho¿to,ຈັກຫນ້ອຍ ,jak hnohy2, for a moment
,ちょっと,ນ້ອຍຫນຶ່ງ ,nohy2 hnueng1, little
,散かすchirakasu,ຊະຊາຍ ,xa xaay, make a mess
,地理chiri,ພູມີສາດ ,phuu mii saat, geography
,ちりとり,ອັນຊ້ວນຂີ້ຝຸ່ນ ,an xuan2 hkii2 hfun1, dustpan
,治療,ປົວໂລກ ,pua look, teat
,散る,ຂຸລົງ ,hku long, fall
,ちんちんchinchin,ໂຄຍ ,khooy, cock
,鎮痛剤,ຢາແກ້ປວດ ,yaa kae2 puat, painkiller
,ツアー,ທັດສະນະ ,that sa na, tour
,ツアー,ທົວ ,thua, tour
,追加,ສັ່ງໃຫມ່ ,sang1 hmai1, reorder
,追加,ເພີ່ມເຕີມ ,pherm1 term," add, supplement  "
,（～に）ついて,ກ່ຽວກັບ ,kiaw1 kap, concerning to
,（～に）ついて,ກ່ຽວກັບ ,kiaw1 kap, concerning to
,（～に）ついて,ກ່ຽວກັບ ,kiaw1 kap, concerning to
,ついにtsui,ທ້າຍສຸດ ,thaay2 sut, finally
,ツンルーム,ຫ້ອງຄູ່ ,hhohng2 khuu1, double room
,通過,ຜ່ານໄປ ,hpaan1 pai, via
,通貨tsuuka,ເງີນຕາ ,ngern taa, foreign currency
,通じる,ຂ້າມໄປໄດ້ ,hkaam2 pai dai2, get across
,通信,ໂທລະຄົມ ,thoo la khom, telecommunication
,通知,ແຈ້ງ ,jaeng2, inform
,通訳,ແປ ,pae, translate
,使い方,ວິທີໃຊ້ ,wi thii xay2, method of use 
,使う,ໃຊ້ ,xay2, use
,捕まえるtsukamaeru,ຈັບ ,jap, catch
,つかむ,ຈັບ ,jap, grasp
,疲れた,ເມື່ອຍແລ້ວ ,meuay1 laew2, tired
,疲れたtsukareta,ເມື່ອຍ ,meuay1, tired
,疲れるtsukareru,ເມື່ອຍ ,meuay1, be tired
,月,ເດືອນ ,deuan, month
,次,ຕໍ່ມາ ,toh1 maa , next
,付き合う,ຄົບກັນໄປ ,khop kan pai, keep company with
,突き刺すtsukisasu,ປັກ ,pak, stick
,つぎに,ຕໍ່ມາ ,toh1 maa , next
,尽きる,ຫມົດ ,hmot, finish
,突く,ຈິກຂ້າງ ,jik hkaang2, thrust
,付く,ຕາມ ,taam, follow
,付く,ຕິດຢູ່ ,tit yuu1, stick
,着く,ມາຮອດ ,maa hoht, arrive
,着く,ຮອດ ,hoht, arrive
,机,ໂຕະ ,to, table
,作る,ເຮັດ ,het, make
,漬物,ດອງ ,dohng, pickle
,付ける,ຕິດ ,tit, paste
,点ける,ເປີດ ,pert, turn (light) on
,告げる,ບອກ ,bohk, tell
,都合tsugoo,ສະພາບ ,sa phaap, circumstances
,伝えるtsutaeru,ລາຍງານ ,laay ngaan, report
,伝わる,ສົ່ງຜ່ານ ,song1 hpaan1, be transmitted
,土,ດິນ ,diin, soil
,続くtsuzuku,ຕິດຕໍ່ກັນ ,tit toh1 kan, connect
,続ける,ສຶບຕໍ່ໄປ ,suep toh1 pai, continue
,続けるtsuzukeru,ຕໍ່ໄປ ,toh1 pai, continue
,包む,ຫໍ່ ,hhoh1, wrap up
,努める,ພະຍາຍາມ ,pha nyaa nyaam, make efforts
,勤める,ເຂົ້າຮ່ວມວຽກ ,hkao2 huam1 wiak, attend to work
,綱,ເຊືອກ ,xeuak, rope
,繋がるtsunagaru,ຕໍ່ກັນ ,toh1 kan, be connected
,繋ぐ,ຕໍ່ ,toh1, connect
,繋ぐ,ຕໍ່ກັນ ,toh1 kan, connect
,繋げる,ຕໍ່ ,toh1, next to
,繋げるtsunageru,ຕໍ່ກັນ ,toh1 kan, next to
,つねにtsune,ສະເຫມີ ,sa hmer, usually
,角,ເຂົາ ,hkao, horn
,粒,ເມັດ ,met, grain
,潰すtsubusu,ຫຍໍ້ລົງ ,hyoh2 long, crush
,潰れる,ຖືກທຳລາຍລົງ ,hteuk tham laay long , become crushed
,妻,ເມຍ ,meey, wife
,つまらない,ບໍ່ມ່ວນ ,boh1 muan1, not funny
,詰まる,ຕັນ ,tan, block
,罪,ໂທດ ,toot, punishment
,罪,ບາບ ,baap, sin
,積むtsumu,ຢອງຂື້ນ ,yohng hkeun2, pile
,爪,ເລັບ ,lep, nail
,冷たい水,ນ້ຳເຢັນ ,nam2 yen, cold water
,冷たい,ເຢັນ ,yen, cool
,詰める,ຍັດ ,nyat, pack tight
,（～する）つもり,ຈະ ,ja, will (v)
,（～する）つもり,ຊິ'.. ,xi, will (v)
,強いtsuyoi,ເຂັ້ມຂຸ້ນ ,hkem2 hkuun2, strong
,強いtsuyoi,ແຂງແຮງ ,hkaeng haeng, healthy
,強い,ແຮງ ,haeng, strong
,辛い,ທຸກຍາກລຳບາກ ,thuk nyaak lam baak, poverty
,辛いtsurai,ທໍລະມານ ,thoh la maan, torture
,釣り,ຊິດເບັດ ,xit bet, fishing
,釣り銭,ເງີນທອນ ,ngern thohn, change
,釣り道具,ເບັດ ,bet, fishhook
,（～を）連れて,ພາ~ໄປ ,phaa ~ pai, take (n) to 
,（～を）連れて,ພາ~ມາ ,phaa ~ maa, bring
,手,ມື ,meu, hand
,（～）で,ດ້ວຍ ,duay2, with
,出会うdeau,ພົບພໍ້ ,phop phoh2, meet
,手洗い,ຫ້ອງນ້ຳ ,hhohng2 nam2, toilet
,（～）である,ເປັນ ,pen, be
,提案,ສະເຫນີ ,sa hner, propose
,Ｔシャツ,ເສື້ອ ,seua2, shirt
,ディーゼル,ກາຊວນ ,kaa xuan, diesel
,ティーンエージャー,ໄວລຸ້ນ ,wai lun2, teenager
,低血圧,ຄວາມດັນເລືອດຕ່ຳ ,khwaam dan leuat tam1, low blood pressure
,提出,ສະເຫນີ ,sa hner, present
,ディスコ,ເທັກ ,thek, night cup
,ティッシュペーパーti¿shu,ເຈ້ຍອະນາໄມ ,jeey2 a naa mai, tissue
,停電,ໄຟດັບ ,fai dap, electricity failure
,程度,ລະດັບ ,la dap, degree
,丁寧,ສຸພາບ ,su phaap, polite
,ＤＶＤdii,ດີວີດີ ,dii wii dii, DVD
,テーブル,ໂຕະ ,to, table
,出かける,ອອກໄປນອກ ,ohk pai nohk, go outside
,手紙tegami,ຈົດຫມາຍ ,jot hmaay, letter
,手紙tegami,ຫນັງສື ,hnang seu, letter
,敵,ສັດຕູ ,sat tuu, enemy
,適切,ສົມຄວນ ,som khuan, appropriate
,適当,ເຫມາະສົມ ,hmo' som, suitable
,（～）できない,ບໍ່ໄດ້ ,boh1 dai2, can not (v)
,（～）できない,ເຮັດບໍ່ໄດ້ ,het boh1 dai2, can not (v)
,できますか,ໄດ້ບໍ່ ,dai2 boh1, can you
,できる,ໄດ້ ,dai2, can (v)
,できるdekiru,ເຮັດໄດ້ ,het dai2, can (v)
,出口deguchi,ທາງອອກ ,thaang ohk, exit
,デザート,ຂອງຫວານ ,hkohng hhwaan, dessert
,デザイン,ອອກແບບ ,ohk baep, design
,（～）です,ເປັນ ,pen, be
,手数料,ຄ່າທຳນຽມ ,khaa1 tham niam, fee
,テスト,ສອບເສັງ ,sohp seng, test
,（～）ですね,ແມ່ນບໍ່ ,maen1 boh1, isn't it
,でたらめ,ບໍ່ເອົາໃຈໃສ່ ,boh1 ao jay say1, irresponsible
,手帳techoo,ປື້ມນ້ອຍ ,peum2 nohy2, note book
,鉄,ເຫລັກ ,hlek, steel
,手伝うtetsudau,ຊ່ວຍ ,xuay1, help
,手続き,ຂັ້ນຕອນ ,hkan2 tohn, formality
,鉄道,ທາງລົດໄຟ ,thaang lot fai, rail way
,でない,ບໍ່ເຮັດ ,boh1 het, be not
,テニス,ເທັນນິດ ,then nit, tennis
,手荷物,ເຄື່ອງຕິດໂຕ ,kheuang1 tit too, baggage
,では,ຈາກນັ້ນ ,jaak nan2, then
,デパートdepaato,ຮ້ານຊັບພະສິນຄ້າ ,haan2 xap pha siin khaa2, department store
,手袋tebukuro,ຖົງມື ,htong meu, glove
,デフレ,ວິທີການລົດເງີນເຟີ້ ,wi thii kaan lot ngern fer2, deflection
,手本tehon,ຕົວຢ່າງດີ ,tua yaang1 dii, good example
,手間tema,ຄວາມພະຍາຍາມ ,khwaam pha nyaa nyaam, effort
,（～）でも,ແມ່ນກະທັ້ງແຕ່ ,maen1 ka thang2 tae1 , even
,（～）てよ(～),ໃຫ້ແດ່ ,hhay2 dae2, please
,寺,ວັດ ,wat, temple
,照らすterasu,ເຍືອງ ,nyeuang, shine on
,テラピアterapia,ປານີນ ,paa niin, tilapia
,照る,ແສງ ,saeng, shine
,出る,ອອກໄປ ,ohk pai, get out
,テレビterebi,ໂທລະທັດ ,thoo la that, television
,テレビ,ໂທລະພາບ ,thoo la phaap, television
,テロ,ການກໍ່ການຮ້າຍ ,kaan koh1 kaan haay2, terrorism
,テロリストterorisuto,ຜູ້ກໍ່ການຮ້າຍ ,hpuu2 koh1 kaan haay2, terrorist 
,点,ຈ້ຳ ,jam2, point
,電圧,ແຮງດັນໄຟຟ້າ ,haeng dan fai faa2, voltage
,店員,ພະນັກງານຂາຍ ,pha nak ngaan hkaay, salesman
,天気,ອາກາດ ,aa kaat, weather
,電気,ໄຟຟ້າ ,fai faa2, electricity
,天気予報,ພະຍາກອນອາກາດ ,pha nyaa kohn aa kaat, weather forecast
,天国tengoku,ສະຫວັນ ,sa hhwan, heaven
,伝言,ຂໍ້ຄວາມ ,hkoh2 khwaam, message 
,天才,ພອນສະຫວັນ ,phohn sa hhwan, talented
,電車,ລົດໄຟ ,lot fai, train
,天井tenjoo,ເພດານ ,phee daan, ceiling
,添乗員,ຜູ້ນຳທ່ຽວ ,hpuu2 nam thiaw1, guide
,転職,ປ່ຽນອາຊີບ ,pian1 aa xiip, change job
,点数tensuu,ຄະແນນ ,kha naen, score
,伝染,ຕິດເຊື້ອ ,tit xeua2, be infectious
,伝染病,ໂລກຕິດຕໍ່ ,look tit toh1, inflection disease
,電卓,ເຄື່ອງຄິດໄລ່ເລກ ,kheuang1 khit lai1 leek, calculator
,電池,ຖ່ານໄຟສາຍ ,htaan1 fai saay, battery
,電池denchi,ແບັດເຕີລີ້ ,be't ter lii2, battery
,電灯,ໄຟ ,fai, fire
,伝統dentoo,ຮີດຄອງ ,hiit khohng, tradition
,伝統的,ປະເພນີ ,pa phee nii, tradition
,天皇,ເຈົ້າຈັກກະພັດ ,jao2 jak ka phat, emperor
,添付,ຕິດຄັດ ,tit khat, attach
,電報,ໂທລະສານ ,thoo la saan, fax
,電話,ໂທ ,thoo, call
,電話,ໂທໄປຫາ ,thoo pai hhaa, call
,電話,ໂທລະສັບ ,thoo la sap, call
,電話帳,ປື້ມໂທລະສັບ ,peum2 thoo la sap, telephone book
,電話番号,ເບີໂທລະສັບ ,ber thoo la sap, telephone number
,戸,ປະຕູ ,pa tuu, gate
,（～）と,ແລະ ,le', and
,ドア,ປະຕູ ,pa tuu, gate
,トイレtoire,ຫ້ອງນ້ຳ ,hhohng2 nam2, toilet
,トイレットペーパーtoire¿to,ເຈ້ຍອະນາໄມ ,jeey2 a naa mai, tissue
,籐,ປ້ອງໄມ້ ,pohng2 mai2, rattan
,どう,ຈັ່ງໃດ ,jang1 day, how
,答案用紙,ຟອມຄຳຕອບ ,fohm kham tohp, answer sheet
,どういたしまして,ບໍ່ເປັນຫຍັງ ,boh1 pen hyang, never mind
,統一,ໂຮມເຂົ້າກັນ ,hoom hkao2 kan, unify
,唐辛子,ຫມາກເຜັດ ,hmaak hpet," hot pepper, chili"
,陶器,ເຄື່ອງປັ້ນດິນເຜົາ ,kheuang1 pan2 diin hpao, china ware
,東京tookyoo,ໂຕກຽວ ,too kiaw, Tokyo
,道具doogu,ເຄື່ອງມື ,hkeung1 meu , tool 
,洞窟,ຖ້ຳ ,htam2, cave
,動作,ການເຄື່ອນໃຫວ ,kaan kheuan1 hhway, movement
,倒産,ຍຸບ ,nyup, become bankrupt
,倒産,ລົ້ມລະລາຍ ,lom2 la laay, become bankrupt
,父さん,ພໍ່ ,phoh1, father
,どうしてdooshite,ແນວໃດ ,naew day, how to
,どうしてdooshite,ເປັນຫຍັງ ,pen hyang, why
,同情,ເຫັນໃຈ ,hhen jay, sympathize with
,どうぞ（～て）下さい,ກະລຸນາ ,ka lu naa, please
,到着,ມາຮອດ ,maa hoht, arrive
,到着,ຮອດ ,hoht, arrive
,到着時刻,ເວລາຮອດ ,wee laa hoht, arrival time
,童貞,ຜູ້ຊາຍບໍລິສຸດ ,hpuu2 xaay boh li sut, virgin man
,どうでしたか,ເປັນຈັ່ງໃດ ,pen jang1 day, how do you do
,読点tooten,ຫມາຍຈຸດ ,hmaay jut, comma
,道徳dootoku,ສິນທຳ ,sin tham, morality
,盗難,ຖືກລັກ ,hteuk lak, be robbed
,東南アジア,ອາຊີຕາເວັນອອກສ່ຽງໃຕ້ ,aa xii taa wen ohk siang1 tai2, South East Asia
,東南アジア,ອາຊີອາຄະເນ ,aa xii aa kha nee, South East Asia
,東南toonan,ທິດຕາເວັນອອກສ່ຽງໃຕ້ ,thit taa wen ohk siang1 tai2, south east
,豆乳,ນ້ຳເຕົາຮູ້ ,nam2 tao huu2, soymilk
,糖尿病,ໂລກເບົາຫວານ ,look bao hhwaan, diabetes
